date,stato,codice_regione,denominazione_regione,lat,long,h,icu,h+icu,q,p,np,d,dc,T,S,code,region,P,Tper100kP,Sper100kP,h+icuper100kP,icuper100kP,hper100kP,dcper100kP
2020-02-27 18:00:00,b'ITA',14,b'Molise',41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,14,Molise,305617,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27 18:00:00,b'ITA',1,b'Piemonte',45.0732745,7.680687483,2,0,2,0,2,-1,0,0,2,156,1,Piemonte,4356406,0.04590940330171247,3.5809334575335723,0.04590940330171247,0.0,0.04590940330171247,0.0
2020-02-27 18:00:00,b'ITA',16,b'Puglia',41.12559576,16.86736689,1,0,1,0,1,1,0,0,1,0,16,Puglia,4029053,0.024819728109806448,0.0,0.024819728109806448,0.0,0.024819728109806448,0.0
2020-02-27 18:00:00,b'ITA',20,b'Sardegna',39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,1,20,Sardegna,1639591,0.0,0.06099082027164091,0.0,0.0,0.0,0.0
2020-02-27 18:00:00,b'ITA',19,b'Sicilia',38.11569725,13.3623567,1,0,1,1,2,-1,2,0,4,5,19,Sicilia,4999891,0.08000174403802003,0.10000218004752504,0.020000436009505008,0.0,0.020000436009505008,0.0
2020-02-27 18:00:00,b'ITA',9,b'Toscana',43.76923077,11.25588885,2,0,2,0,2,0,0,0,2,410,9,Toscana,3729641,0.053624464124026945,10.993015145425526,0.053624464124026945,0.0,0.053624464124026945,0.0
2020-02-27 18:00:00,b'ITA',104,b'P.A. Trento',46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,32,104,P.A. Trento,541380,0.0,5.910820495770069,0.0,0.0,0.0,0.0
2020-02-27 18:00:00,b'ITA',10,b'Umbria',43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,8,10,Umbria,882015,0.0,0.9070140530489844,0.0,0.0,0.0,0.0
2020-02-27 18:00:00,b'ITA',2,"b""Valle d'Aosta""",45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,9,2,Valle d'Aosta,125666,0.0,7.161841707383064,0.0,0.0,0.0,0.0
2020-02-27 18:00:00,b'ITA',5,b'Veneto',45.43490485,12.33845213,19,8,27,82,109,40,0,2,111,6164,5,Veneto,4905854,2.2626030044921843,125.64581008729571,0.5503628929845853,0.16307048681024752,0.38729240617433786,0.04076762170256188
2020-02-28 18:00:00,b'ITA',13,b'Abruzzo',42.35122196,13.39843823,1,0,1,0,1,0,0,0,1,33,13,Abruzzo,1311580,0.07624391954741609,2.5160493450647308,0.07624391954741609,0.0,0.07624391954741609,0.0
